entity_from,relationship_type,relationship_sub_type,entity_to
Stellar Digital Pte Ltd,Investor,Angel,Stellar Tech BV (MY)
Alpha Resources BV,Director,CFO,Beta Partners Co Ltd (KY)
Alpha Media Berhad,Ownership,Significant,Alpha Ecommerce Co Ltd
Gamma Solutions PLC,Ownership,Major,Stellar Partners Pte Ltd
Stellar Holdings Ltd,Shareholder,Minor,Sigma Manufacturing Corp
Elite Infra Pt,Subsidiary,75% Owned,Prime Investments Pt
Catalyst Assets Enterprises,Ownership,Minor,Fusion Health International
Vertex Capital Enterprises,Subsidiary,100% Owned,Orion Infra BV
Orion Pay International,Subsidiary,90% Owned,Sigma Resources LLC
Titan Media Limited,Ownership,Direct,Atlas Pay International (BVI)
Gamma Pay Berhad,Ownership,Indirect,Victory Investments Enterprises
Synergy Properties Co.,Ownership,Minor,Orion Energy GmbH
Fusion Infra Ltd,Ownership,Indirect,Fusion Investments Pt (KY)
Stellar Properties Inc,Shareholder,Major,Summit Ecommerce Enterprises
Alpha Systems Co Ltd,Subsidiary,90% Owned,Catalyst Resources International (ID)
Summit Capital International,Director,Non-Executive,Zenith Systems LLC
Summit Digital Enterprises,Subsidiary,51% Owned,Vantage Holdings Co Ltd
Nexus Manufacturing Sdn Bhd,Ownership,Direct,Beta Tech Ltd (SG)
Synergy Finance Corp,Investor,Series C,Apex Holdings PLC
Pacific Manufacturing GmbH,Ownership,Significant,Stellar Digital Ltd
Zenith Tech Pt,Ownership,Significant,Asia Ventures Berhad
Pacific Investments Inc,Ownership,Minor,Synergy Ventures GmbH
Victory Energy Corp,Subsidiary,90% Owned,Orion Infra GmbH
Omega Solutions Sdn Bhd,Ownership,Indirect,Alpha Energy Sdn Bhd
Stellar Ecommerce Ltd,Ownership,Major,Orion Media Berhad (BVI)
Orion Ecommerce Corp,Subsidiary,51% Owned,Summit Manufacturing Pte Ltd
Beta Health LLC,Ownership,Minor,Apex Finance Pt
Sigma Ecommerce Corp,Ownership,Major,Titan Energy LLC
Pacific Assets PLC,Ownership,Minor,Summit Ventures Sdn Bhd
Gamma Media Sdn Bhd,Subsidiary,100% Owned,Zenith Investments Berhad
Pacific Infra LLC,Shareholder,Major,Atlas Manufacturing Sdn Bhd
Asia Media Co.,Subsidiary,100% Owned,Summit Digital Co Ltd
Synergy Partners Co.,Director,CTO,Pacific Digital Ltd
Vertex Holdings Ltd,Subsidiary,100% Owned,Gamma Logistics Limited (SG)
Beta Digital Sdn Bhd,Shareholder,Institutional,Atlas Properties Ltd (KY)
Omega Capital Inc,Ownership,Significant,Vantage Holdings Co. (HK)
Horizon Resources Inc,Shareholder,Minor,Orion Ecommerce Sdn Bhd
Stellar Resources Sdn Bhd,Subsidiary,90% Owned,Sigma Ventures GmbH (TH)
Sigma Investments Co Ltd,Ownership,Direct,Crest Manufacturing Inc
Nova Systems Ltd,Shareholder,Major,Horizon Ventures International
Vertex Pay Co.,Ownership,Minor,Horizon Group Sdn Bhd
Beta Systems Co.,Director,Chairman,Gamma Manufacturing Corp
Fusion Energy Pt,Subsidiary,100% Owned,Atlas Ecommerce PLC
Horizon Logistics BV,Subsidiary,85% Owned,Pinnacle Partners Co.
Delta Group Inc,Ownership,Controlling,Quantum Pay PLC
Nova Investments Pt,Ownership,Major,Quantum Group Pte Ltd
Zenith Digital Pt,Ownership,Significant,Orion Health Sdn Bhd
Nova Infra Co.,Subsidiary,90% Owned,Pinnacle Infra Co. (ID)
Orion Ecommerce SARL,Investor,Series A,Pinnacle Capital Pt (HK)
Delta Partners GmbH,Subsidiary,51% Owned,Nexus Digital Co. (MY)
Elite Manufacturing International,Director,Executive Director,Alpha Health GmbH
Gamma Assets SARL,Subsidiary,75% Owned,Victory Media Pte Ltd (TH)
Catalyst Partners PLC,Ownership,Direct,Delta Ventures Inc (ID)
Crest Group SARL,Subsidiary,75% Owned,Quantum Pay International
Victory Assets GmbH,Ownership,Indirect,Nexus Ventures International
Asia Infra SARL,Ownership,Significant,Global Partners International
Victory Finance LLC,Director,Chairman,Vertex Pay BV
Apex Systems Co.,Director,Non-Executive,Prime Infra Enterprises
Crest Partners Co Ltd,Subsidiary,75% Owned,Pacific Resources Co.
Beta Solutions PLC,Subsidiary,60% Owned,Victory Capital SARL (KY)
Quantum Investments Pt,Ownership,Direct,Horizon Finance Berhad (ID)
Horizon Capital BV,Ownership,Minor,Nova Ventures Co.
Nexus Resources Limited,Ownership,Indirect,Zenith Group Corp (HK)
Global Partners Berhad,Director,Managing Director,Delta Ventures Co Ltd
Prime Finance Limited,Ownership,Significant,Victory Logistics Inc (BVI)
Zenith Holdings Sdn Bhd,Investor,Venture Capital,Fusion Investments LLC
Prime Properties Co.,Subsidiary,85% Owned,Catalyst Investments Pt
Summit Media Limited,Subsidiary,51% Owned,Quantum Ventures Enterprises
Prime Finance BV,Shareholder,Major,Apex Capital Corp
Quantum Resources Ltd,Ownership,Major,Victory Ecommerce Inc
Summit Logistics Corp,Subsidiary,75% Owned,Victory Pay Co Ltd
Titan Properties Limited,Ownership,Major,Nova Holdings PLC
Orion Ecommerce PLC,Shareholder,Institutional,Pacific Partners Enterprises
Beta Media Pt,Subsidiary,60% Owned,Fusion Logistics Berhad
Alpha Media Limited,Investor,Venture Capital,Global Digital Inc (BVI)
Catalyst Energy SARL,Subsidiary,85% Owned,Fusion Holdings Co Ltd (KY)
Orion Solutions Inc,Ownership,Controlling,Pinnacle Digital Co Ltd
Horizon Energy GmbH,Director,Chairman,Gamma Ventures Sdn Bhd
Delta Media Berhad,Subsidiary,51% Owned,Atlas Ecommerce Pte Ltd
Quantum Capital Berhad,Ownership,Controlling,Elite Pay BV (KY)
Crest Assets PLC,Subsidiary,100% Owned,Beta Tech Inc
Vertex Investments Co Ltd,Ownership,Indirect,Zenith Holdings Berhad
Prime Solutions Berhad,Subsidiary,85% Owned,Catalyst Logistics Enterprises
Global Manufacturing LLC,Ownership,Controlling,Alpha Finance International
Apex Resources International,Ownership,Controlling,Summit Tech Co Ltd
Nexus Energy Enterprises,Director,CFO,Nexus Partners Co Ltd
Quantum Capital Co Ltd,Ownership,Minor,Vertex Manufacturing Sdn Bhd
Delta Manufacturing Co Ltd,Subsidiary,90% Owned,Alpha Resources BV
Elite Finance Pte Ltd,Ownership,Indirect,Zenith Assets PLC (HK)
Victory Digital Inc,Director,Executive Director,Prime Ventures LLC (KY)
Crest Logistics International,Investor,Angel,Global Capital Inc
Alpha Digital LLC,Shareholder,Institutional,Zenith Capital PLC
Omega Media Co Ltd,Ownership,Major,Apex Digital Ltd
Elite Energy PLC,Shareholder,Institutional,Horizon Systems Co.
Titan Assets Pt,Ownership,Minor,Crest Partners BV
Global Digital SARL,Ownership,Minor,Stellar Media Pte Ltd
Beta Energy Corp,Ownership,Significant,Sigma Logistics Pte Ltd (MY)
Nova Capital SARL,Subsidiary,90% Owned,Vantage Solutions Ltd
Gamma Infra BV,Ownership,Controlling,Apex Manufacturing Inc
Pacific Holdings Sdn Bhd,Investor,Venture Capital,Atlas Energy LLC
Victory Holdings International,Ownership,Major,Pacific Infra Pte Ltd
Nexus Capital GmbH,Subsidiary,60% Owned,Summit Holdings BV (ID)
Prime Pay Berhad,Subsidiary,85% Owned,Synergy Investments Enterprises (MY)
Omega Holdings SARL,Ownership,Minor,Omega Ecommerce International
Gamma Investments Ltd,Ownership,Minor,Vantage Solutions Co.
Omega Infra GmbH,Ownership,Significant,Beta Resources Sdn Bhd
Prime Infra Enterprises,Ownership,Direct,Gamma Finance Corp
Vantage Solutions LLC,Ownership,Major,Zenith Group BV (TH)
Vantage Finance International,Shareholder,Minor,Pacific Infra Inc
Fusion Group Sdn Bhd,Director,CTO,Titan Solutions Sdn Bhd
Asia Resources Pte Ltd,Ownership,Indirect,Quantum Pay Corp
Alpha Digital PLC,Shareholder,Institutional,Nexus Tech Limited
Prime Holdings Pt,Investor,Venture Capital,Pinnacle Ventures Pt
Vantage Ventures LLC,Director,CFO,Atlas Manufacturing Pte Ltd
Victory Holdings Enterprises,Investor,Venture Capital,Alpha Systems Co. (KY)
Horizon Resources Inc,Subsidiary,51% Owned,Vertex Infra Co.
Gamma Assets Berhad,Ownership,Minor,Quantum Capital Pte Ltd
Vantage Investments Enterprises,Subsidiary,85% Owned,Zenith Manufacturing Ltd
Fusion Tech International,Ownership,Minor,Nexus Properties PLC (KY)
Alpha Ventures International,Ownership,Direct,Quantum Media GmbH
Nexus Assets GmbH,Subsidiary,100% Owned,Vertex Investments PLC
Apex Logistics Pte Ltd,Ownership,Major,Delta Assets Ltd
Beta Holdings Berhad,Ownership,Minor,Global Investments Co Ltd
Vertex Systems Pt,Ownership,Direct,Pacific Ventures Pt (MY)
Nova Finance Sdn Bhd,Ownership,Minor,Pacific Investments BV (HK)
Omega Ventures Corp,Ownership,Direct,Summit Logistics Inc
Prime Logistics Berhad,Ownership,Indirect,Nexus Holdings SARL
Prime Solutions Co Ltd,Director,Non-Executive,Orion Manufacturing Pte Ltd
Victory Pay Inc,Ownership,Minor,Orion Solutions GmbH
Prime Digital Pt,Ownership,Significant,Beta Ecommerce Berhad
Vantage Systems BV,Ownership,Minor,Alpha Solutions Pte Ltd
Nova Digital International,Subsidiary,75% Owned,Vantage Finance GmbH
Catalyst Properties LLC,Ownership,Significant,Sigma Ecommerce Sdn Bhd
Quantum Investments LLC,Shareholder,Institutional,Asia Energy Co.
Stellar Media SARL,Ownership,Minor,Vertex Ventures Limited
Asia Infra LLC,Shareholder,Minor,Delta Systems Sdn Bhd (BVI)
Victory Manufacturing Limited,Shareholder,Minor,Atlas Partners Co Ltd
Atlas Pay PLC,Ownership,Indirect,Nexus Pay GmbH
Zenith Capital Pt,Ownership,Major,Pacific Properties GmbH
Prime Solutions BV,Ownership,Direct,Horizon Partners Corp
Synergy Energy SARL,Subsidiary,75% Owned,Quantum Tech Ltd
Atlas Solutions Sdn Bhd,Subsidiary,90% Owned,Elite Pay Co Ltd
Elite Infra SARL,Shareholder,Institutional,Pinnacle Ecommerce PLC (HK)
Orion Partners Corp,Ownership,Controlling,Orion Manufacturing Pt
Gamma Energy Co Ltd,Subsidiary,60% Owned,Vantage Group Limited
Horizon Holdings Enterprises,Ownership,Indirect,Nexus Media GmbH (KY)
Vertex Ventures Ltd,Director,Independent Director,Victory Ventures Limited
Nexus Tech Enterprises,Investor,Private Equity,Nexus Media Inc
Global Finance Enterprises,Ownership,Major,Gamma Health Sdn Bhd (SG)
Nova Logistics Pte Ltd,Subsidiary,100% Owned,Alpha Ventures Inc
Apex Resources Co.,Ownership,Direct,Gamma Resources GmbH
Quantum Systems Enterprises,Subsidiary,60% Owned,Victory Investments Berhad
Prime Pay Berhad,Subsidiary,75% Owned,Beta Holdings Inc
Pacific Assets Corp,Ownership,Minor,Vantage Solutions Berhad
Vantage Tech SARL,Ownership,Direct,Quantum Systems Ltd
Pacific Assets Berhad,Ownership,Significant,Vantage Partners Corp
Pinnacle Infra LLC,Director,CTO,Titan Ecommerce GmbH
Summit Tech Berhad,Director,CTO,Sigma Tech Corp
Delta Ecommerce Berhad,Director,Independent Director,Catalyst Assets LLC
Delta Assets BV,Subsidiary,90% Owned,Alpha Investments Sdn Bhd
Victory Health International,Investor,Series B,Horizon Properties Inc
Synergy Pay LLC,Investor,Venture Capital,Atlas Ecommerce Co.
Nexus Health Ltd,Ownership,Significant,Crest Ventures Co. (MY)
Sigma Ecommerce SARL,Ownership,Indirect,Vertex Ventures LLC
Sigma Assets Limited,Subsidiary,85% Owned,Vertex Properties SARL (MY)
Pinnacle Investments BV,Shareholder,Minor,Nexus Assets PLC
Dato' Rahman,Director,Chairman,Pacific Media Enterprises
Apex Capital Limited,Ownership,Indirect,Atlas Resources Corp
Asia Ecommerce Berhad,Subsidiary,75% Owned,Elite Resources BV
Atlas Group SARL,Shareholder,Major,Pacific Solutions GmbH
Orion Resources Pt,Ownership,Indirect,Apex Systems Pte Ltd
Zenith Solutions Limited,Ownership,Direct,Summit Infra PLC
Pinnacle Assets SARL,Subsidiary,90% Owned,Sigma Resources Inc
Titan Holdings Inc,Ownership,Major,Global Assets Pte Ltd
Synergy Infra Co.,Subsidiary,85% Owned,Global Infra Co Ltd
Fusion Manufacturing Enterprises,Ownership,Significant,Victory Assets SARL
Alpha Digital Inc,Ownership,Direct,Atlas Finance Pt
Quantum Solutions Enterprises,Ownership,Controlling,Nova Media GmbH
Fusion Properties PLC,Shareholder,Minor,Fusion Holdings Pte Ltd (BVI)
Apex Logistics Co.,Ownership,Direct,Pacific Holdings PLC (KY)
Nexus Holdings Sdn Bhd,Director,CEO,Catalyst Ecommerce PLC
Orion Finance Co Ltd,Ownership,Indirect,Synergy Assets Pt (HK)
Alpha Finance Corp,Subsidiary,90% Owned,Elite Properties SARL
Global Properties PLC,Ownership,Significant,Prime Logistics Corp
Elite Group PLC,Ownership,Controlling,Crest Manufacturing Ltd
Sigma Digital Enterprises,Shareholder,Major,Elite Finance SARL (MY)
Sigma Health Ltd,Investor,Private Equity,Fusion Ventures International
Asia Energy Inc,Subsidiary,60% Owned,Gamma Capital Corp (HK)
Summit Infra LLC,Ownership,Controlling,Horizon Ecommerce Ltd
Pinnacle Digital LLC,Ownership,Direct,Alpha Group Pt
Quantum Resources Corp,Subsidiary,85% Owned,Beta Capital BV (SG)
Gamma Manufacturing GmbH,Ownership,Indirect,Horizon Capital GmbH (SG)
Beta Systems Inc,Subsidiary,85% Owned,Quantum Resources Co. (HK)
Crest Finance Ltd,Ownership,Significant,Delta Solutions GmbH
Synergy Health Co Ltd,Subsidiary,85% Owned,Horizon Ecommerce BV (ID)
Summit Investments LLC,Subsidiary,75% Owned,Nova Systems Pte Ltd (BVI)
Apex Ecommerce Ltd,Director,Executive Director,Stellar Digital LLC (TH)
Gamma Investments Pt,Director,Non-Executive,Atlas Holdings GmbH
Prime Media Ltd,Ownership,Major,Nova Digital Berhad
Quantum Ecommerce Limited,Ownership,Minor,Vantage Partners PLC
Pacific Health International,Ownership,Indirect,Alpha Resources Corp
Fusion Group Inc,Shareholder,Minor,Synergy Logistics PLC (KY)
Omega Health Co.,Ownership,Direct,Beta Partners International (SG)
Synergy Properties Co.,Subsidiary,51% Owned,Pinnacle Digital Limited
Summit Manufacturing GmbH,Subsidiary,85% Owned,Alpha Ventures Enterprises
Vantage Investments Sdn Bhd,Ownership,Minor,Asia Energy Enterprises
Vertex Systems Ltd,Ownership,Controlling,Omega Finance LLC (SG)
Apex Media SARL,Subsidiary,60% Owned,Stellar Holdings GmbH (MY)
Quantum Infra Sdn Bhd,Ownership,Controlling,Global Infra Corp
Prime Manufacturing SARL,Investor,Series A,Delta Tech Pte Ltd
Asia Health Inc,Subsidiary,85% Owned,Zenith Properties Inc (TH)
Zenith Manufacturing PLC,Subsidiary,100% Owned,Synergy Ventures Co Ltd
Alpha Infra BV,Ownership,Minor,Synergy Infra Sdn Bhd (SG)
Nexus Systems SARL,Ownership,Indirect,Summit Assets BV
Elite Energy Sdn Bhd,Investor,Series A,Horizon Manufacturing Ltd (ID)
Catalyst Holdings Co.,Investor,Private Equity,Sigma Systems Ltd
Titan Holdings LLC,Ownership,Significant,Vantage Holdings PLC
Catalyst Health International,Shareholder,Minor,Gamma Energy Sdn Bhd (MY)
Orion Resources International,Ownership,Major,Pinnacle Tech Enterprises (SG)
Orion Solutions PLC,Subsidiary,51% Owned,Orion Energy Sdn Bhd
Nexus Finance GmbH,Shareholder,Institutional,Orion Assets PLC
Synergy Infra Pte Ltd,Investor,Series C,Prime Ventures Co.
Catalyst Ventures BV,Ownership,Indirect,Stellar Logistics Corp (BVI)
Global Pay Berhad,Subsidiary,60% Owned,Orion Pay Limited (TH)
Nova Health PLC,Subsidiary,90% Owned,Summit Solutions Inc
Sigma Logistics SARL,Ownership,Minor,Zenith Energy Enterprises
Catalyst Digital Pt,Ownership,Controlling,Delta Properties BV (MY)
Gamma Energy BV,Subsidiary,75% Owned,Victory Digital Corp (BVI)
Nova Resources Corp,Ownership,Major,Stellar Holdings Sdn Bhd
Fusion Resources BV,Director,Managing Director,Vertex Systems International
Prime Digital Limited,Ownership,Direct,Elite Ecommerce GmbH (HK)
Asia Finance Inc,Ownership,Minor,Synergy Group Limited
Vertex Finance GmbH,Ownership,Major,Vantage Finance BV (SG)
Catalyst Assets Co Ltd,Subsidiary,60% Owned,Pinnacle Properties BV
Synergy Assets Sdn Bhd,Investor,Series C,Vantage Systems GmbH
Omega Ventures GmbH,Ownership,Significant,Nexus Ecommerce Pte Ltd
Sigma Finance Co.,Subsidiary,85% Owned,Quantum Holdings SARL
Atlas Ventures BV,Subsidiary,85% Owned,Titan Group Corp (ID)
Omega Properties SARL,Investor,Series A,Sigma Manufacturing SARL
Horizon Investments Sdn Bhd,Subsidiary,100% Owned,Asia Solutions Berhad
Summit Solutions Co Ltd,Ownership,Significant,Summit Tech Limited
Titan Logistics Ltd,Ownership,Minor,Pacific Investments Berhad
Sigma Properties Limited,Investor,Series B,Crest Properties LLC
Stellar Tech BV,Ownership,Controlling,Nova Holdings LLC
Fusion Manufacturing SARL,Subsidiary,100% Owned,Gamma Solutions Pt
Pinnacle Manufacturing Pte Ltd,Shareholder,Institutional,Pinnacle Media GmbH
Horizon Assets GmbH,Investor,Series B,Gamma Finance Inc (SG)
Omega Health Sdn Bhd,Ownership,Major,Catalyst Holdings PLC (TH)
Elite Energy Berhad,Ownership,Minor,Beta Systems LLC
Delta Holdings Limited,Subsidiary,85% Owned,Alpha Systems Enterprises
Alpha Partners SARL,Subsidiary,51% Owned,Synergy Pay Co. (MY)
Catalyst Energy Enterprises,Ownership,Direct,Stellar Infra BV (TH)
Alpha Resources Ltd,Subsidiary,75% Owned,Horizon Infra Ltd
Catalyst Infra BV,Director,CEO,Asia Digital Ltd
Beta Media Enterprises,Ownership,Minor,Catalyst Health SARL
Vertex Ventures PLC,Ownership,Minor,Pinnacle Resources LLC (TH)
Sigma Health Pt,Ownership,Direct,Fusion Media Inc
Quantum Tech Berhad,Ownership,Direct,Catalyst Tech Limited
Vertex Properties BV,Director,CFO,Vertex Assets GmbH
Beta Pay GmbH,Ownership,Significant,Pinnacle Investments International
Pinnacle Logistics LLC,Shareholder,Minor,Atlas Infra PLC (KY)
Catalyst Solutions Pte Ltd,Ownership,Minor,Nexus Ventures Inc
Summit Manufacturing Ltd,Ownership,Minor,Synergy Capital Inc
Sigma Holdings GmbH,Ownership,Indirect,Vertex Energy BV (KY)
Victory Health Berhad,Ownership,Controlling,Fusion Properties Co. (MY)
Pacific Digital GmbH,Ownership,Major,Sigma Logistics Inc (ID)
Elite Group Pt,Investor,Angel,Apex Digital GmbH
Atlas Pay LLC,Shareholder,Institutional,Synergy Media Pte Ltd (HK)
Alpha Group Pt,Director,CFO,Vantage Manufacturing Enterprises
Stellar Manufacturing LLC,Director,CEO,Delta Health SARL (SG)
Fusion Tech BV,Ownership,Indirect,Omega Resources Sdn Bhd
Zenith Pay LLC,Ownership,Direct,Prime Partners International
Vertex Infra SARL,Subsidiary,85% Owned,Nexus Ventures Co.
Pacific Manufacturing Enterprises,Ownership,Controlling,Atlas Ecommerce Enterprises
Atlas Digital Sdn Bhd,Shareholder,Major,Zenith Health Corp
Mr. Singh,Director,Managing Director,Victory Ventures Pte Ltd
Prime Ventures PLC,Shareholder,Major,Pacific Media Corp
Summit Assets Enterprises,Shareholder,Major,Pinnacle Properties BV
Sigma Tech Limited,Ownership,Significant,Prime Energy Pte Ltd
Gamma Properties Co Ltd,Ownership,Indirect,Asia Infra BV (TH)
Prime Tech PLC,Ownership,Minor,Horizon Properties Pte Ltd (ID)
Vantage Assets SARL,Subsidiary,85% Owned,Apex Logistics International
Atlas Partners Ltd,Ownership,Indirect,Omega Manufacturing GmbH
Titan Properties Enterprises,Ownership,Direct,Pacific Systems PLC
Quantum Pay Berhad,Ownership,Controlling,Vantage Logistics PLC
Nova Properties Co Ltd,Director,Executive Director,Asia Digital Pt
Fusion Media Pt,Subsidiary,60% Owned,Synergy Ecommerce PLC (MY)
Omega Partners SARL,Ownership,Indirect,Nexus Assets Pt
Vantage Group Co Ltd,Subsidiary,75% Owned,Vantage Finance Corp
Sigma Manufacturing GmbH,Subsidiary,100% Owned,Synergy Solutions SARL
Elite Resources SARL,Ownership,Indirect,Fusion Capital Pte Ltd
Orion Group Berhad,Ownership,Major,Prime Tech SARL (ID)
Asia Ecommerce LLC,Ownership,Indirect,Apex Ecommerce GmbH
Orion Logistics International,Director,CFO,Quantum Logistics Co.
Apex Investments Limited,Ownership,Major,Pinnacle Properties Enterprises
Atlas Finance Enterprises,Ownership,Direct,Orion Logistics Inc
Apex Logistics Sdn Bhd,Ownership,Indirect,Apex Resources SARL
Global Ventures Sdn Bhd,Ownership,Significant,Beta Systems LLC
Synergy Ventures Enterprises,Ownership,Minor,Elite Capital Limited
Quantum Group Inc,Director,CTO,Vertex Assets Limited
Orion Properties Inc,Director,CEO,Zenith Logistics BV (ID)
Synergy Resources Ltd,Subsidiary,100% Owned,Nova Infra BV
Atlas Resources International,Subsidiary,85% Owned,Pacific Energy Ltd (ID)
Summit Solutions Ltd,Subsidiary,75% Owned,Beta Holdings Co Ltd (KY)
Nova Resources Sdn Bhd,Ownership,Significant,Omega Manufacturing Sdn Bhd
Omega Logistics Enterprises,Subsidiary,75% Owned,Atlas Ventures Enterprises
Vertex Digital Inc,Ownership,Major,Stellar Properties SARL (SG)
Atlas Ventures GmbH,Ownership,Controlling,Alpha Manufacturing Berhad
Fusion Logistics BV,Subsidiary,100% Owned,Victory Ecommerce SARL
Zenith Holdings Enterprises,Shareholder,Institutional,Apex Solutions SARL (MY)
Synergy Manufacturing Sdn Bhd,Ownership,Indirect,Victory Properties International
Nova Tech Co Ltd,Ownership,Minor,Catalyst Resources PLC
Crest Ventures LLC,Subsidiary,75% Owned,Global Holdings International
Atlas Tech Inc,Subsidiary,85% Owned,Catalyst Systems Ltd
Apex Logistics Pte Ltd,Shareholder,Institutional,Prime Pay Pte Ltd
Fusion Partners BV,Ownership,Controlling,Alpha Health SARL
Orion Capital SARL,Ownership,Significant,Apex Ventures LLC
Elite Solutions Pte Ltd,Ownership,Major,Asia Partners BV
Omega Finance LLC,Subsidiary,90% Owned,Nexus Tech GmbH (SG)
Vantage Health SARL,Ownership,Significant,Gamma Group Ltd
Alpha Manufacturing Co.,Ownership,Major,Atlas Partners Berhad
Elite Energy BV,Ownership,Direct,Fusion Ventures Corp
Nova Group Inc,Ownership,Minor,Stellar Holdings Enterprises
Orion Properties Pt,Subsidiary,90% Owned,Apex Digital Pt (KY)
Asia Systems Co.,Ownership,Significant,Apex Systems Co.
Gamma Group SARL,Subsidiary,100% Owned,Pacific Resources Corp
Atlas Solutions PLC,Ownership,Indirect,Nova Logistics Co Ltd
Zenith Ventures SARL,Subsidiary,90% Owned,Catalyst Capital PLC
Synergy Group Pt,Shareholder,Institutional,Gamma Group SARL
Omega Energy International,Ownership,Controlling,Synergy Health Enterprises
Titan Properties Enterprises,Ownership,Indirect,Synergy Manufacturing International
Titan Finance Ltd,Subsidiary,60% Owned,Nova Ventures Corp
Quantum Systems Co Ltd,Shareholder,Institutional,Stellar Properties Ltd
Prime Assets Sdn Bhd,Ownership,Major,Horizon Logistics Pt
Beta Systems Inc,Director,Executive Director,Horizon Ecommerce Sdn Bhd (MY)
Stellar Properties GmbH,Ownership,Significant,Asia Properties Enterprises (MY)
Fusion Manufacturing GmbH,Ownership,Major,Victory Investments International
Apex Partners SARL,Ownership,Direct,Crest Properties LLC
Nova Pay GmbH,Shareholder,Major,Horizon Health Co Ltd
Synergy Group Enterprises,Investor,Series B,Pacific Energy Pt (KY)
Zenith Infra SARL,Subsidiary,75% Owned,Titan Finance Pte Ltd (HK)
Horizon Assets Pte Ltd,Director,CTO,Vantage Assets International
Asia Partners Limited,Subsidiary,60% Owned,Victory Manufacturing GmbH
Vantage Finance Inc,Director,Independent Director,Elite Media Sdn Bhd
Nexus Energy Sdn Bhd,Ownership,Indirect,Quantum Media Pte Ltd
Atlas Finance Co Ltd,Ownership,Major,Nova Pay PLC
Nova Systems BV,Ownership,Minor,Gamma Solutions PLC
Orion Manufacturing International,Shareholder,Institutional,Victory Capital Co Ltd
Asia Health LLC,Subsidiary,51% Owned,Gamma Group Pte Ltd
Sigma Partners BV,Subsidiary,51% Owned,Delta Infra Pte Ltd (ID)
Alpha Digital Pte Ltd,Ownership,Indirect,Summit Health Sdn Bhd
Beta Resources Sdn Bhd,Ownership,Controlling,Beta Ecommerce Limited
Apex Energy BV,Ownership,Indirect,Synergy Ecommerce SARL (MY)
Prime Partners Pt,Ownership,Controlling,Pacific Finance BV
Gamma Ecommerce Inc,Ownership,Indirect,Pacific Partners LLC
Prime Tech International,Subsidiary,60% Owned,Nova Infra GmbH (SG)
Orion Systems Pte Ltd,Ownership,Minor,Asia Properties Inc
Stellar Properties PLC,Ownership,Controlling,Elite Health Pt
Fusion Holdings GmbH,Shareholder,Institutional,Global Resources LLC
Horizon Logistics Co Ltd,Ownership,Major,Synergy Energy LLC
Orion Media Berhad,Shareholder,Minor,Victory Investments BV
Summit Resources Enterprises,Shareholder,Institutional,Beta Assets BV
Orion Finance International,Director,Independent Director,Stellar Solutions Corp
Nova Assets LLC,Ownership,Minor,Fusion Digital Inc (HK)
Titan Group International,Ownership,Major,Zenith Manufacturing Ltd
Stellar Energy Pte Ltd,Ownership,Indirect,Prime Tech Limited
Zenith Systems Co.,Ownership,Major,Zenith Manufacturing Ltd
Alpha Health Co Ltd,Ownership,Direct,Crest Pay BV
Quantum Assets Berhad,Subsidiary,60% Owned,Pacific Group International
Victory Finance SARL,Director,Executive Director,Elite Media BV
Alpha Pay Co.,Subsidiary,51% Owned,Titan Tech SARL (SG)
Beta Holdings BV,Shareholder,Major,Quantum Infra Ltd
Synergy Logistics Sdn Bhd,Ownership,Direct,Pacific Group BV (BVI)
Orion Finance Ltd,Ownership,Direct,Vantage Media Corp (HK)
Quantum Health Corp,Ownership,Major,Gamma Media Co Ltd
Prime Partners SARL,Ownership,Indirect,Vertex Finance Pte Ltd (KY)
Delta Solutions BV,Director,CTO,Stellar Resources BV
Horizon Energy Limited,Ownership,Minor,Zenith Manufacturing GmbH
Pacific Health Ltd,Shareholder,Minor,Victory Tech Ltd
Delta Assets Limited,Subsidiary,51% Owned,Quantum Media Inc (HK)
Titan Group Limited,Investor,Series A,Titan Ecommerce Co Ltd
Vertex Manufacturing GmbH,Ownership,Significant,Nexus Infra Corp
Nexus Resources LLC,Ownership,Controlling,Victory Resources Enterprises
Crest Solutions Enterprises,Shareholder,Institutional,Nexus Holdings PLC (BVI)
Vertex Energy Ltd,Subsidiary,75% Owned,Sigma Holdings PLC (BVI)
Apex Logistics Pte Ltd,Ownership,Significant,Orion Systems SARL
Elite Properties Berhad,Subsidiary,85% Owned,Prime Digital Inc (SG)
Pacific Resources Pte Ltd,Subsidiary,51% Owned,Titan Tech Inc
Stellar Assets Ltd,Ownership,Significant,Sigma Manufacturing Co Ltd
Alpha Holdings LLC,Director,Independent Director,Stellar Ventures Co. (TH)
Atlas Logistics LLC,Ownership,Indirect,Victory Energy SARL
Atlas Resources PLC,Ownership,Minor,Nexus Finance BV
Summit Manufacturing LLC,Ownership,Significant,Nexus Media SARL (BVI)
Gamma Infra Berhad,Ownership,Direct,Nexus Ventures Inc (HK)
Victory Media Pte Ltd,Ownership,Indirect,Prime Properties Berhad
Omega Group SARL,Director,Independent Director,Atlas Solutions Limited
Global Health Ltd,Director,CFO,Prime Group PLC
Sigma Properties Sdn Bhd,Ownership,Minor,Alpha Systems Co Ltd
Sigma Finance PLC,Subsidiary,85% Owned,Elite Pay Corp
Gamma Media GmbH,Shareholder,Major,Asia Media Limited
